device_id,n_rows,Subject_ID_D
6fbc2601-d8ab-4eaa-8cbc-26c8d482643c,17,NOT_MAPPED
74d81bbd-d50d-412c-88d7-6c244bbfa4c7,17,NOT_MAPPED
7aff0051-fd94-4ece-84e9-453d6d08a312,17,NOT_MAPPED
84a98fd1-2fbe-45de-a3ae-b065caf8ec66,17,NOT_MAPPED
89be5e25-fa1e-4661-8faf-a5ef525493c0,17,NOT_MAPPED
9a2ea62c-5749-4db2-8252-a8899b65dfba,17,NOT_MAPPED
9eb97a47-e951-40f6-9f2f-56f7e95d13a4,17,050
9fd6d5ab-9070-4d3e-93cb-9ebba06f25d3,17,NOT_MAPPED
b5a1b6ba-7b8a-420b-ae67-ecf0fd80587f,17,NOT_MAPPED
bafbebb9-8bfb-4da0-ac8e-d73e2b5c248a,17,NOT_MAPPED
c0d34d43-76fd-4630-bf09-91645238ae6a,17,NOT_MAPPED
c8782033-5cbc-48b2-8176-07a24f1f5b1d,17,NOT_MAPPED
d899a8b2-0fbd-4cdf-8429-9b4b83e7f6ef,17,NOT_MAPPED
dc7226fa-0cb6-417c-8f77-9c646e57c6e9,17,NOT_MAPPED
e0a55f93-dd1e-41f8-9ee0-a86a9c20c945,17,NOT_MAPPED
e3545a49-266b-4584-8f56-9b1a952364f0,17,NOT_MAPPED
e4ccec30-f241-413c-a5e2-9a80d4d04e26,17,NOT_MAPPED
f4896817-d555-4456-91d5-c09b92aae6e6,17,NOT_MAPPED
f9a9b981-9f96-4966-8fd2-8e2617cd34d1,17,NOT_MAPPED
095fbd30-b71a-4f70-98dc-2dee5988b3cc,16,NOT_MAPPED
22a42cf0-7634-4582-b85b-bbf467738152,16,NOT_MAPPED
3abebb98-8702-487c-9fdb-85795bf73dd9,16,NOT_MAPPED
410ede9e-039c-4f49-94aa-b44a19fb63e6,16,NOT_MAPPED
46e35927-18ce-4001-86a4-abb6167c35f6,16,NOT_MAPPED
4748e64b-7bfa-46ce-8d00-6c13eaf7b36f,16,NOT_MAPPED
56fc8b67-cb5c-4951-9bcf-4f272b91bd02,16,NOT_MAPPED
5db12fe9-07d4-47ec-8dc3-cc78b21bd927,16,NOT_MAPPED
6eaa3276-1169-4e6a-b923-4318ee928366,16,NOT_MAPPED
763a3d42-dc7b-47ee-adba-5dff656cb4de,16,NOT_MAPPED
77ca8f40-01e7-4202-a659-f74985c707cb,16,NOT_MAPPED
78dd83eb-6d86-4ca7-bb6a-9f2f65e86cef,16,NOT_MAPPED
9b7e57be-300f-488f-85f1-1f59e1a0c50f,16,NOT_MAPPED
